type_category_name,type_family_name,type_type_name
"Duct Accessories",HRU_Attenuator,SL1
"Duct Accessories",Silencerl,SL1
"Duct Accessories","Smoke Damper - Rectangular",Standard
"Duct Accessories","Smoke Damper - Round",Standard
"Duct Accessories","UK_DA_Attenuator (Circ)_Arup_I",1000L
"Duct Accessories","UK_DA_Attenuator (Circ)_Arup_I",1800L
"Duct Accessories","UK_DA_Attenuator (Circ)_Arup_I",450L
"Duct Accessories","UK_DA_Attenuator (Circ)_Arup_I",600L
"Duct Accessories","UK_DA_Attenuator (Circ)_Arup_I",900L
"Duct Accessories",UK_DA_Attenuator_A02E,1000L
"Duct Accessories",UK_DA_Attenuator_A02E,1200L
"Duct Accessories",UK_DA_Attenuator_A02E,1500L
"Duct Accessories",UK_DA_Attenuator_A02E,1800L
"Duct Accessories",UK_DA_Attenuator_A02E,600L
"Duct Accessories",UK_DA_Attenuator_A02E,900L
"Duct Accessories",UK_DA_Attenuator_A18D,Standard
"Duct Accessories","UK_DA_Damper (Circ)_Fire_Arup_I","Smoke Damper"
"Duct Accessories","UK_DA_Damper (Circ)_Fire_Arup_I",Standard
"Duct Accessories","UK_DA_Damper (Circ)_Smoke_Arup_I",Standard
"Duct Accessories","UK_DA_Damper (Circ)_Volume Control_Arup_I",CAV
"Duct Accessories","UK_DA_Damper (Circ)_Volume Control_Arup_I",Standard
"Duct Accessories","UK_DA_Damper (Rect)_Fire_Arup_I",Standard
"Duct Accessories","UK_DA_Damper (Rect)_Smoke_Arup_I",Standard
"Duct Accessories","UK_Plenum Box_Arup_I",Standard
"Duct Accessories","Volume Control Damper - Rectangular",Standard
"Duct Accessories","Volume Control Damper - Round",Standard
"Duct Fittings","Arup_Rectangular Duct Transition","750mm long"
"Duct Fittings","Discharge Cowl - Flanged",Standard
"Duct Fittings","Discharge Cowl - Slip Joint",Standard
"Duct Fittings","Duct Fittings 3","Duct Fittings 1"
"Duct Fittings","Duct Fittings 4","Duct Fittings 2"
"Duct Fittings","KG_Rectangular Transition - Length",Standard
"Duct Fittings","M_Oval Cross - Straight",Standard
"Duct Fittings","M_Oval Elbow - Gored",Standard
"Duct Fittings","M_Oval Elbow - Gored1",Standard
"Duct Fittings","M_Oval Elbow - Gored1","Standard 2"
"Duct Fittings","M_Oval Elbow - Mitered","Lightning Protection"
"Duct Fittings","M_Oval Elbow - Mitered",Standard
"Duct Fittings","M_Oval Elbow - Mitered1",Standard
"Duct Fittings","M_Oval Elbow - Mitered1","Standard 2"
"Duct Fittings","M_Oval Endcap",Standard
"Duct Fittings","M_Oval Tap - Shoe",Standard
"Duct Fittings","M_Oval Tap - Straight",Standard
"Duct Fittings","M_Oval Tee - Straight",Standard
"Duct Fittings","M_Oval to Round Transition - Length",Standard
"Duct Fittings","M_Oval to Round Transition - Length1",Standard
"Duct Fittings","M_Oval to Round Transition - Length1","Standard 2"
"Duct Fittings","M_Oval Transition - Length",Standard
"Duct Fittings","M_Oval Transition - Length1",Standard
"Duct Fittings","M_Oval Transition - Length1","Standard 2"
"Duct Fittings","M_Oval Union",Standard
"Duct Fittings","M_Rectangular Cross","Copper Earth Mat_Bonded"
"Duct Fittings","M_Rectangular Cross",Standard
"Duct Fittings","M_Rectangular Cross1",Standard
"Duct Fittings","M_Rectangular Cross1","Standard 2"
"Duct Fittings","M_Rectangular Cross2","Copper Earth Mat_Bonded"
"Duct Fittings","M_Rectangular Cross2",Standard
"Duct Fittings","M_Rectangular Cross2","Standard 2"
"Duct Fittings","M_Rectangular Duct Cross",Standard
"Duct Fittings","M_Rectangular Duct Elbow - Radius","HV & DC-0.75"
"Duct Fittings","M_Rectangular Duct Takeoff","Copper Earth Mat"
"Duct Fittings","M_Rectangular Duct Takeoff",Standard
"Duct Fittings","M_Rectangular Duct Tee","Copper Earth Mat"
"Duct Fittings","M_Rectangular Duct Tee","Copper Earth Mat_Bonded"
"Duct Fittings","M_Rectangular Duct Tee",Standard
"Duct Fittings","M_Rectangular Duct Tee1","Copper Earth Mat_Bonded 2"
"Duct Fittings","M_Rectangular Duct Tee1","Standard 2"
"Duct Fittings","M_Rectangular Duct Union","Lightning Protection"
"Duct Fittings","M_Rectangular Duct Union",Standard
"Duct Fittings","M_Rectangular Elbow - Mitered","Busbar 1600A - Blue"
"Duct Fittings","M_Rectangular Elbow - Mitered","Busbar 1600A - Blue Grey"
"Duct Fittings","M_Rectangular Elbow - Mitered","Busbar 1600A - Green"
"Duct Fittings","M_Rectangular Elbow - Mitered","Busbar 1600A - Light Blue"
"Duct Fittings","M_Rectangular Elbow - Mitered","Busbar 1600A - Light Green"
"Duct Fittings","M_Rectangular Elbow - Mitered","Busbar 1600A - Maroon"
"Duct Fittings","M_Rectangular Elbow - Mitered","Busbar 1600A - Orange"
"Duct Fittings","M_Rectangular Elbow - Mitered","Busbar 1600A - Pink"
"Duct Fittings","M_Rectangular Elbow - Mitered","Busbar 1600A - Purple"
"Duct Fittings","M_Rectangular Elbow - Mitered","Busbar 1600A - Red"
"Duct Fittings","M_Rectangular Elbow - Mitered","Busbar 3150A - Blue"
"Duct Fittings","M_Rectangular Elbow - Mitered","Busbar 3150A - Green"
"Duct Fittings","M_Rectangular Elbow - Mitered","Busbar 3150A - Orange"
"Duct Fittings","M_Rectangular Elbow - Mitered","Busbar 3150A - Pink"
"Duct Fittings","M_Rectangular Elbow - Mitered","Busbar 4000A - Green"
"Duct Fittings","M_Rectangular Elbow - Mitered","Busbar 5000A - Blue"
"Duct Fittings","M_Rectangular Elbow - Mitered","Busbar 5000A - Blue Grey"
"Duct Fittings","M_Rectangular Elbow - Mitered","Busbar 5000A - Light Green"
"Duct Fittings","M_Rectangular Elbow - Mitered","Busbar 5000A - Orange"
"Duct Fittings","M_Rectangular Elbow - Mitered","Busbar 5000A - Pink"
"Duct Fittings","M_Rectangular Elbow - Mitered","Busbar 5000A - Red"
"Duct Fittings","M_Rectangular Elbow - Mitered","Copper Earth Mat"
"Duct Fittings","M_Rectangular Elbow - Mitered",Standard
"Duct Fittings","M_Rectangular Elbow - Mitered - Single Thickness Vanes",Standard
"Duct Fittings","M_Rectangular Elbow - Mitered - Single Thickness Vanes1",Standard
"Duct Fittings","M_Rectangular Elbow - Mitered - Single Thickness Vanes1","Standard 2"
"Duct Fittings","M_Rectangular Elbow - Mitered - Transition",Standard
"Duct Fittings","M_Rectangular Elbow - Mitered1","Busbar 1600A - Blue"
"Duct Fittings","M_Rectangular Elbow - Mitered1","Busbar 1600A - Blue 2"
"Duct Fittings","M_Rectangular Elbow - Radius",0.6
"Duct Fittings","M_Rectangular Elbow - Radius",0.75
"Duct Fittings","M_Rectangular Elbow - Radius","1 W"
"Duct Fittings","M_Rectangular Elbow - Radius","1.5 W"
"Duct Fittings","M_Rectangular Elbow - Radius","2 W"
"Duct Fittings","M_Rectangular Elbow - Radius","3 W FLAT COPPER STRAP"
"Duct Fittings","M_Rectangular Elbow - Radius1",0.6
"Duct Fittings","M_Rectangular Elbow - Radius1","0.6 2"
"Duct Fittings","M_Rectangular Endcap",Standard
"Duct Fittings","M_Rectangular Takeoff",SA
"Duct Fittings","M_Rectangular Takeoff",Standard
"Duct Fittings","M_Rectangular Tap - Beveled",Standard
"Duct Fittings","M_Rectangular Tap - Beveled1",Standard
"Duct Fittings","M_Rectangular Tap - Beveled1","Standard 2"
"Duct Fittings","M_Rectangular Tap - Beveled_Smoke",Standard
"Duct Fittings","M_Rectangular Tee","Busbar 1600A - Blue"
"Duct Fittings","M_Rectangular Tee","Busbar 1600A - Blue Grey"
"Duct Fittings","M_Rectangular Tee","Busbar 1600A - Green"
"Duct Fittings","M_Rectangular Tee","Busbar 1600A - Light Blue"
"Duct Fittings","M_Rectangular Tee","Busbar 1600A - Light Green"
"Duct Fittings","M_Rectangular Tee","Busbar 1600A - Maroon"
"Duct Fittings","M_Rectangular Tee","Busbar 1600A - Orange"
"Duct Fittings","M_Rectangular Tee","Busbar 1600A - Pink"
"Duct Fittings","M_Rectangular Tee","Busbar 1600A - Purple"
"Duct Fittings","M_Rectangular Tee","Busbar 1600A - Red"
"Duct Fittings","M_Rectangular Tee","Busbar 3150A - Orange"
"Duct Fittings","M_Rectangular Tee","Busbar 4000A - Green"
"Duct Fittings","M_Rectangular Tee","Busbar 5000A - Blue"
"Duct Fittings","M_Rectangular Tee","Busbar 5000A - Blue Grey"
"Duct Fittings","M_Rectangular Tee","Busbar 5000A - Light Green"
"Duct Fittings","M_Rectangular Tee","Busbar 5000A - Orange"
"Duct Fittings","M_Rectangular Tee","Busbar 5000A - Pink"
"Duct Fittings","M_Rectangular Tee","Busbar 5000A - Red"
"Duct Fittings","M_Rectangular Tee",Standard
"Duct Fittings","M_Rectangular Tee - Beveled",Standard
"Duct Fittings","M_Rectangular Tee - Beveled1",Standard
"Duct Fittings","M_Rectangular Tee - Beveled1","Standard 2"
"Duct Fittings","M_Rectangular Tee - Reducing",Standard
"Duct Fittings","M_Rectangular Tee-Take-off","Busbar 1600A - Blue Grey"
"Duct Fittings","M_Rectangular Tee-Take-off","Busbar 1600A - Light Blue"
"Duct Fittings","M_Rectangular Tee-Take-off","Busbar 1600A - Light Green"
"Duct Fittings","M_Rectangular Tee-Take-off","Busbar 1600A - Maroon"
"Duct Fittings","M_Rectangular Tee-Take-off","Busbar 1600A - Purple"
"Duct Fittings","M_Rectangular to Oval Transition - Length",Standard
"Duct Fittings","M_Rectangular to Oval Transition - Length1","Standard 2"
"Duct Fittings","M_Rectangular to Oval Transition - Length2","Standard 3"
"Duct Fittings","M_Rectangular to Oval Transition - Length2","Standard 4"
"Duct Fittings","M_Rectangular to Oval Transition - Length2","Standard 5"
"Duct Fittings","M_Rectangular to Oval Transition - Length2","Standard 6"
"Duct Fittings","M_Rectangular to Oval Transition - Length3",Standard
"Duct Fittings","M_Rectangular to Oval Transition - Length3","Standard 2"
"Duct Fittings","M_Rectangular to Round Duct Transition - Angle","45 Degree"
"Duct Fittings","M_Rectangular to Round Transition - Angle","15 Degree"
"Duct Fittings","M_Rectangular to Round Transition - Angle","30 Degree"
"Duct Fittings","M_Rectangular to Round Transition - Angle","45 Degree"
"Duct Fittings","M_Rectangular to Round Transition - Angle","60 Degree"
"Duct Fittings","M_Rectangular to Round Transition - Angle","89.5 Degree"
"Duct Fittings","M_Rectangular to Round Transition - Angle",Busbar
"Duct Fittings","M_Rectangular to Round Transition - Angle","Lightning Protection"
"Duct Fittings","M_Rectangular to Round Transition - Angle1","15 Degree"
"Duct Fittings","M_Rectangular to Round Transition - Angle1","30 Degree"
"Duct Fittings","M_Rectangular to Round Transition - Angle1","45 Degree"
"Duct Fittings","M_Rectangular to Round Transition - Angle1","45 Degree 2"
"Duct Fittings","M_Rectangular to Round Transition - Angle1","85 Degree"
"Duct Fittings","M_Rectangular to Round Transition - Angle2","45 Degree"
"Duct Fittings","M_Rectangular to Round Transition - Angle2","45 Degree 2"
"Duct Fittings","M_Rectangular to Round Transition - Angle3","45 Degree"
"Duct Fittings","M_Rectangular to Round Transition - Angle4","15 Degree"
"Duct Fittings","M_Rectangular to Round Transition - Angle5","45 Degree 2"
"Duct Fittings","M_Rectangular Transition - Angle","15 Degree"
"Duct Fittings","M_Rectangular Transition - Angle","30 Degree"
"Duct Fittings","M_Rectangular Transition - Angle","45 Degree"
"Duct Fittings","M_Rectangular Transition - Angle","60 Degree"
"Duct Fittings","M_Rectangular Transition - Angle","65 Degree"
"Duct Fittings","M_Rectangular Transition - Angle",Busbar
"Duct Fittings","M_Rectangular Transition - Angle","Lightning Protection"
"Duct Fittings","M_Rectangular Transition - Angle - Lightning Protection","15 Degree"
"Duct Fittings","M_Rectangular Transition - Angle - Lightning Protection","30 Degree"
"Duct Fittings","M_Rectangular Transition - Angle - Lightning Protection","45 Degree"
"Duct Fittings","M_Rectangular Transition - Angle - Lightning Protection","60 Degree"
"Duct Fittings","M_Rectangular Transition - Angle - Lightning Protection",Busbar
"Duct Fittings","M_Rectangular Transition - Angle - Lightning Protection","Lightning Protection"
"Duct Fittings","M_Rectangular Transition - Angle1","30 Degree"
"Duct Fittings","M_Rectangular Transition - Angle1","45 Degree"
"Duct Fittings","M_Rectangular Transition - Angle1","45 Degree 2"
"Duct Fittings","M_Rectangular Transition - Angle1","60 Degree"
"Duct Fittings","M_Rectangular Transition - Angle1","85 Degree"
"Duct Fittings","M_Rectangular Transition - Angle2","45 Degree"
"Duct Fittings","M_Rectangular Transition - Angle2","45 Degree 2"
"Duct Fittings","M_Rectangular Transition - Angle2","60 Degree"
"Duct Fittings","M_Rectangular Transition - Angle2","60 Degree 2"
"Duct Fittings","M_Rectangular Transition - Angle3","30 Degree 2"
"Duct Fittings","M_Rectangular Transition - Angle3","45 Degree"
"Duct Fittings","M_Rectangular Transition - Angle3","45 Degree 2"
"Duct Fittings","M_Rectangular Transition - Angle3","60 Degree"
"Duct Fittings","M_Rectangular Transition - Angle80","45 Degree"
"Duct Fittings","M_Rectangular Union",Busbar
"Duct Fittings","M_Rectangular Union","Lightning Protection"
"Duct Fittings","M_Rectangular Union",Standard
"Duct Fittings","M_Rectangular Union1",Busbar
"Duct Fittings","M_Rectangular Union1",Standard
"Duct Fittings","M_Rectangular Union1","Standard 2"
"Duct Fittings","M_Round Cross",Standard
"Duct Fittings","M_Round Elbow","1 D"
"Duct Fittings","M_Round Elbow","1.5 D"
"Duct Fittings","M_Round Elbow","2 D"
"Duct Fittings","M_Round Elbow","Cable UP Circular Duct  - Comms"
"Duct Fittings","M_Round Elbow","Cable UP Circular Duct  - Control - 5D"
"Duct Fittings","M_Round Elbow","Cable UP Circular Duct  - DATA"
"Duct Fittings","M_Round Elbow","Cable UP Circular Duct  - DC - 5D"
"Duct Fittings","M_Round Elbow","Cable UP Circular Duct  - Fibre"
"Duct Fittings","M_Round Elbow","Cable UP Circular Duct  - HV - 4D"
"Duct Fittings","M_Round Elbow","Cable UP Circular Duct  - PAVA"
"Duct Fittings","M_Round Elbow","Cable UP Circular Duct  - PSD"
"Duct Fittings","M_Round Elbow","Cable UP Circular Duct  - Signalling"
"Duct Fittings","M_Round Elbow","Cable UP Circular Duct  - UPS"
"Duct Fittings","M_Round Elbow","Lightning Protection"
"Duct Fittings","M_Round Elbow1","1 D"
"Duct Fittings","M_Round Elbow1","1 D 2"
"Duct Fittings","M_Round Elbow2","Cable UP Circular Duct  - Control - 5D"
"Duct Fittings","M_Round Endcap",Standard
"Duct Fittings","M_Round Takeoff",Standard
"Duct Fittings","M_Round Takeoff - DTL",Standard
"Duct Fittings","M_Round Takeoff - Shoe",Standard
"Duct Fittings","M_Round Tee","Lightning Protection Round Tee"
"Duct Fittings","M_Round Tee",Standard
"Duct Fittings","M_Round Tee - Straight",Standard
"Duct Fittings","M_Round Transition - Angle","15 Degree"
"Duct Fittings","M_Round Transition - Angle","30 Degree"
"Duct Fittings","M_Round Transition - Angle","45 Degree"
"Duct Fittings","M_Round Transition - Angle","60 Degree"
"Duct Fittings","M_Round Union",Standard
"Duct Fittings","M_Round Union1",Standard
"Duct Fittings","Oval - Round Transformation - Flanged",Standard
"Duct Fittings","Oval - Round Transformation - Slip Joint",Standard
"Duct Fittings","Oval Blank End",Standard
"Duct Fittings","Oval Concentric Taper - Flanged",Standard
"Duct Fittings","Oval Concentric Taper - Slip Joint",Standard
"Duct Fittings","Oval Conical Branch - Flanged",Standard
"Duct Fittings","Oval Conical Branch - Slip Joint",Standard
"Duct Fittings","Oval Eccentric Taper - Flanged",Standard
"Duct Fittings","Oval Eccentric Taper - Slip Joint",Standard
"Duct Fittings","Oval Offset - Flanged",Standard
"Duct Fittings","Oval Offset - Slip Joint",Standard
"Duct Fittings","Oval Segmented Bend - Flanged",Standard
"Duct Fittings","Oval Segmented Bend - Slip Joint",Standard
"Duct Fittings","Oval Shoe Branch - Flanged",Standard
"Duct Fittings","Oval Shoe Branch - Slip Joint",Standard
"Duct Fittings","Oval Shoe Cross - Flanged",Standard
"Duct Fittings","Oval Shoe Cross - Slip Joint",Standard
"Duct Fittings","Oval Square Branch - Flanged",Standard
"Duct Fittings","Oval Square Branch - Slip Joint",Standard
"Duct Fittings","Oval Square Tee - Flanged",Standard
"Duct Fittings","Oval Square Tee - Slip Joint",Standard
"Duct Fittings","Oval to Round Transition - Length",Standard
"Duct Fittings","Oval Union",Standard
"Duct Fittings","Rectangular - Oval Transformation - Flanged",Standard
"Duct Fittings","Rectangular - Oval Transformation - Flanged1",Standard
"Duct Fittings","Rectangular - Oval Transformation - Flanged1","Standard 2"
"Duct Fittings","Rectangular - Oval Transformation - Slip Joint",Standard
"Duct Fittings","Rectangular - Round Transformation - Flanged",Standard
"Duct Fittings","Rectangular - Round Transformation - Flanged1",Standard
"Duct Fittings","Rectangular - Round Transformation - Flanged1","Standard 2"
"Duct Fittings","Rectangular - Round Transformation - Slip Joint",Standard
"Duct Fittings","Rectangular Angled Branch - Flanged",Standard
"Duct Fittings","Rectangular Angled Branch - Slip Joint",Standard
"Duct Fittings","Rectangular Angled Offset - Flanged",Standard
"Duct Fittings","Rectangular Angled Offset - Slip Joint",Standard
"Duct Fittings","Rectangular Bell Mouth Branch - Flanged",Standard
"Duct Fittings","Rectangular Bell Mouth Branch - Slip Joint",Standard
"Duct Fittings","Rectangular Blank End",Standard
"Duct Fittings","Rectangular Breeches Piece - Flanged",Standard
"Duct Fittings","Rectangular Breeches Piece - Slip Joint",Standard
"Duct Fittings","Rectangular Concentric Taper - Flanged",Standard
"Duct Fittings","Rectangular Concentric Taper - Flanged","Standard 30Âº"
"Duct Fittings","Rectangular Concentric Taper - Flanged","Standard 45Âº"
"Duct Fittings","Rectangular Concentric Taper - Flanged1",Standard
"Duct Fittings","Rectangular Concentric Taper - Flanged1","Standard 2"
"Duct Fittings","Rectangular Concentric Taper - Slip Joint",Standard
"Duct Fittings","Rectangular Drop Check Bend - Flanged",Standard
"Duct Fittings","Rectangular Drop Check Bend - Slip Joint",Standard
"Duct Fittings","Rectangular Eccentric Taper - Flanged",Standard
"Duct Fittings","Rectangular Eccentric Taper - Flanged1",Standard
"Duct Fittings","Rectangular Eccentric Taper - Flanged1","Standard 2"
"Duct Fittings","Rectangular Eccentric Taper - Slip Joint",Standard
"Duct Fittings","Rectangular Elbow - Mitered Single Thickness Vanes",Standard
"Duct Fittings","Rectangular Medium Radius Bend - Flanged","Arrangement 1 - 2950x600"
"Duct Fittings","Rectangular Medium Radius Bend - Flanged","Arrangement 2 - 1300x600"
"Duct Fittings","Rectangular Medium Radius Bend - Flanged","Arrangement 3 - 600x600"
"Duct Fittings","Rectangular Medium Radius Bend - Flanged","Arrangement 5 - 2300x600"
"Duct Fittings","Rectangular Medium Radius Bend - Flanged","Arrangement 6 - 1000x300"
"Duct Fittings","Rectangular Medium Radius Bend - Flanged",Standard
"Duct Fittings","Rectangular Mitred Offset - Flanged",Standard
"Duct Fittings","Rectangular Mitred Offset - Slip Joint",Standard
"Duct Fittings","Rectangular Mitred Throat Bend - Flanged",Standard
"Duct Fittings","Rectangular Mitred Throat Bend - Flanged1",Standard
"Duct Fittings","Rectangular Mitred Throat Bend - Flanged1","Standard 2"
"Duct Fittings","Rectangular Offset Taper - Flanged",Standard
"Duct Fittings","Rectangular Offset Taper - Slip Joint",Standard
"Duct Fittings","Rectangular Radius Tee - Flanged",Standard
